sound,description,anterior,approximant,atr,back,breathy,centralized,click,consonantal,constricted,continuant,coronal,creaky,distributed,dorsal,glottal,high,labial,laminal,lateral,length,low,nasal,pharyngeal,preaspirated,preglottalized,prenasal,retracted,rhotacized,round,sibilant,sonorant,spread,strident,syllabic,tense,tone_contour,tone_end,tone_level,tone_peak,tone_start,trilled,vibrant,voice
²¹⁴,tone_end=0.5 tone_level=0 tone_peak=-1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-1,-0.5,0,0,0
²¹⁵,tone_end=1 tone_level=0 tone_peak=-1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-0.5,0,0,0
²⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,-0.5,0,0,0
²⁴²,tone_end=-0.5 tone_level=0 tone_peak=0.5 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.5,-0.5,0,0,0
²⁴³,tone_end=0 tone_level=0 tone_peak=0.5 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,0
²⁴¹,tone_end=-1 tone_level=0 tone_peak=0.5 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.5,-0.5,0,0,0
²⁴⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_peak=0.5 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,-0.5,0,0,0
²⁵,tone_contour=1 tone_end=1 tone_level=0 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5,0,0,0
²⁵²,tone_end=-0.5 tone_level=0 tone_peak=1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,1,-0.5,0,0,0
²⁵³,tone_end=0 tone_level=0 tone_peak=1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,0
²⁵¹,tone_end=-1 tone_level=0 tone_peak=1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-0.5,0,0,0
²⁵⁴,tone_end=0.5 tone_level=0 tone_peak=1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,-0.5,0,0,0
²⁵⁵,tone_contour=1 tone_end=1 tone_level=0 tone_peak=1 tone_start=-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.5,0,0,0
³,length=-1 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
³²,tone_contour=-1 tone_end=-0.5 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5,0,0,0,0,0,0
³²²,tone_contour=-1 tone_end=-0.5 tone_level=0 tone_peak=-0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5,0,-0.5,0,0,0,0
³²³,tone_end=0 tone_level=0 tone_peak=-0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0
³²⁴,tone_end=0.5 tone_level=0 tone_peak=-0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.5,0,0,0,0
³²⁵,tone_end=1 tone_level=0 tone_peak=-0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,0,0,0,0
³³,tone_contour=0 tone_end=0 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
³³²,tone_contour=-1 tone_end=-0.5 tone_level=0 tone_peak=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5,0,0,0,0,0,0
³³¹,tone_contour=-1 tone_end=-1 tone_level=0 tone_peak=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
³³⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_peak=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0
³³⁵,tone_contour=1 tone_end=1 tone_level=0 tone_peak=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
³¹,tone_contour=-1 tone_end=-1 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
³¹²,tone_end=-0.5 tone_level=0 tone_peak=-1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-1,0,0,0,0
³¹³,tone_end=0 tone_level=0 tone_peak=-1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
³¹¹,tone_contour=-1 tone_end=-1 tone_level=0 tone_peak=-1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0
³¹⁴,tone_end=0.5 tone_level=0 tone_peak=-1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-1,0,0,0,0
³¹⁵,tone_end=1 tone_level=0 tone_peak=-1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
³⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0
³⁴²,tone_end=-0.5 tone_level=0 tone_peak=0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.5,0,0,0,0
³⁴³,tone_end=0 tone_level=0 tone_peak=0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
³⁴¹,tone_end=-1 tone_level=0 tone_peak=0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.5,0,0,0,0
³⁴⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_peak=0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0
³⁴⁵,tone_end=1 tone_level=0 tone_peak=0.5 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0
³⁵,tone_contour=1 tone_end=1 tone_level=0 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
³⁵²,tone_end=-0.5 tone_level=0 tone_peak=1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,1,0,0,0,0
³⁵³,tone_end=0 tone_level=0 tone_peak=1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
³⁵¹,tone_end=-1 tone_level=0 tone_peak=1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
³⁵⁴,tone_end=0.5 tone_level=0 tone_peak=1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
³⁵⁵,tone_contour=1 tone_end=1 tone_level=0 tone_peak=1 tone_start=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
¹,length=-1 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
¹²,tone_contour=1 tone_end=-0.5 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0,-1,0,0,0
¹²²,tone_contour=1 tone_end=-0.5 tone_level=0 tone_peak=-0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,-0.5,-1,0,0,0
¹²¹,tone_end=-1 tone_level=0 tone_peak=-0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.5,-1,0,0,0
¹³,tone_contour=1 tone_end=0 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
¹³²,tone_end=-0.5 tone_level=0 tone_peak=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,-1,0,0,0
¹³³,tone_contour=1 tone_end=0 tone_level=0 tone_peak=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
¹³¹,tone_end=-1 tone_level=0 tone_peak=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0
¹¹,tone_contour=0 tone_end=-1 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0
¹¹²,tone_contour=1 tone_end=-0.5 tone_level=0 tone_peak=-1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,-1,-1,0,0,0
¹¹³,tone_contour=1 tone_end=0 tone_level=0 tone_peak=-1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0
¹¹⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_peak=-1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,-1,-1,0,0,0
¹¹⁵,tone_contour=1 tone_end=1 tone_level=0 tone_peak=-1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0
¹⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,-1,0,0,0
¹⁴²,tone_end=-0.5 tone_level=0 tone_peak=0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.5,-1,0,0,0
¹⁴³,tone_end=0 tone_level=0 tone_peak=0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0
¹⁴¹,tone_end=-1 tone_level=0 tone_peak=0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.5,-1,0,0,0
¹⁴⁴,tone_contour=1 tone_end=0.5 tone_level=0 tone_peak=0.5 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,-1,0,0,0
¹⁵,tone_contour=1 tone_end=1 tone_level=0 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0
¹⁵²,tone_end=-0.5 tone_level=0 tone_peak=1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,1,-1,0,0,0
¹⁵³,tone_end=0 tone_level=0 tone_peak=1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
¹⁵¹,tone_end=-1 tone_level=0 tone_peak=1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0
¹⁵⁴,tone_end=0.5 tone_level=0 tone_peak=1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,-1,0,0,0
¹⁵⁵,tone_contour=1 tone_end=1 tone_level=0 tone_peak=1 tone_start=-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0
æ,back=-1 consonantal=-1 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æː,back=-1 consonantal=-1 length=1 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æːː,back=-1 consonantal=-1 length=2 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æˑ,back=-1 consonantal=-1 length=0 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æ̃,back=-1 consonantal=-1 low=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æ̃ː,back=-1 consonantal=-1 length=1 low=1 nasal=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æ̤ːː,back=-1 breathy=1 consonantal=-1 length=2 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
æ̰,back=-1 consonantal=-1 creaky=1 low=1 round=-1 syllabic=1 tense=-1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
ð,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ðː,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=1 length=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ð̙,anterior=1 atr=-1 consonantal=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ð̙ˀ,anterior=1 atr=-1 consonantal=1 constricted=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=-1,1,0,-1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ð̚,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ð̞,anterior=1 approximant=1 consonantal=1 coronal=1 distributed=1 sonorant=1 syllabic=-1 voice=1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1
ð̠,anterior=1 consonantal=1 continuant=1 coronal=1 distributed=-1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ð̼,consonantal=1 continuant=1 coronal=1 labial=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ø,back=-1 consonantal=-1 high=1 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
øː,back=-1 consonantal=-1 high=1 length=1 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
øːː,back=-1 consonantal=-1 high=1 length=2 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
øˑ,back=-1 consonantal=-1 high=1 length=0 low=-1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̃,back=-1 consonantal=-1 high=1 low=-1 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̃ː,back=-1 consonantal=-1 high=1 length=1 low=-1 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̞,back=-1 consonantal=-1 high=0 low=0 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̞ː,back=-1 consonantal=-1 high=0 length=1 low=0 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̞̃,back=-1 consonantal=-1 high=0 low=0 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ø̞̃ː,back=-1 consonantal=-1 high=0 length=1 low=0 nasal=1 round=1 syllabic=1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ħ,consonantal=1 continuant=1 pharyngeal=1 sonorant=-1 syllabic=-1 voice=-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1
ŋ,consonantal=1 dorsal=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǀ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǀǀ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǁ,anterior=1 click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 lateral=1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǂ,click=1 consonantal=1 continuant=-1 coronal=1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǃ,anterior=1 click=1 consonantal=1 coronal=1 distributed=-1 nasal=1 prenasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgǃǃ,click=1 consonantal=1 continuant=-1 coronal=1 distributed=-1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋgʘ,click=1 consonantal=1 continuant=-1 prenasal=1 sonorant=-1 syllabic=-1 voice=1,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1
ŋm,consonantal=1 constricted=1 dorsal=1 labial=1 nasal=1 syllabic=-1 voice=1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
ŋǀ,anterior=1 click=1 consonantal=1 coronal=1 distributed=1 nasal=1 syllabic=-1 voice=1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
